Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email_Address,Phone_Number,State_of_Origin,Department,Job_Title,Employment_Type,Employment_Status,Date_of_Hire,Date_of_Exit,Monthly_Gross_Salary_NGN,Bank_Name,Bank_Account_Number,Education_Level,Years_of_Experience,Annual_Leave_Balance_Days,Performance_Rating_2024,Manager_Employee_ID,Office_Location,National_ID_Number,Tax_Identification_Number
EMP-01083,Sade,Adeleke,Female,21-Feb-88,adeleke.sade@g-tech.com.ng,2.34E+12,Bayelsa,Finance,Treasury Officer,part-time,Active,31/03/2024,,614000,UBA,9826016716,Ph.D,5,21,2,Unknown,Kano Office,33098703824,89518366-9956
EMP-01010,Adaora, Afolabi,Ms,3/20/1998,adaora.afolabi@gtechsolutions.ng,2.34E+12,Abuja,Operations,Facilities Manager,PART-TIME,Active,1/23/2019,,119000,FCMB,8058156226,Ph.D,25,7,1,EMP-00747,Lagos HQ,70048307627,32830521-6930
EMP-00821,tolu, Ajayi,female,12-Feb-98,tajayi@g-tech.com.ng,907014808,Lagos,supply chain,Procurement Officer,PART-TIME,Active,09.08.2018,,"#234,000",Polaris Bank,9603011340,M.Sc,5,12,Outstanding,NIL,lag hq,96110840390,34230234-8823
EMP-01012,Gbemi ,Nwachukwu,MALE,12-Sep-87,nwachukwu.gbemi@gtech-solutions.ng,2.34E+12,Nasarawa,Sales Dept,Sales Executive,Part Time,Active,6-Nov-23,,199000,Polaris Bank,7557252322,MBA,12,14,2,EMP-00282,Lagos - Head Office,16609523814,70408329-2240
EMP-00761,Omowunmi,Mohammed,f,1/10/1991,omohammed@g-tech.com.ng,2.34E+12,Benue,CUSTOMER SERVICE,Customer Experience Officer,full-time,Active,1-Jul-20,,83000,Zenith Bank,"3,369,567,188",B.A,19,TBD,N/A,EMP-00740,Ikeja,60805582262,99173310-2354
EMP-00728,Okechukwu , Usman,Male,2/11/1990,okechukwu.usman@g-tech.com.ng,2.34E+13,Abuja,Operations Dept,Process Analyst,CONTR,n/a,5/6/2023,,355000,GTBank,5612613509,B.Eng,23,10,Below Average,EMP-00185,LAGOS HQ,59911294640,24358451-9886
EMP-01046,Tunji, Adesanya,m,5/6/1999,tunji_adesanya@g-tech.com.ng,729507120,Plateau,Operations,Operations Coordinator,FULL-TIME,Active,1/27/2024,,"??280,000",Stanbic IBTC,"4,383,351,718",MBA,7,14,2,EMP-00253,lag hq,23200865862,35497877-4656
EMP-00797,Tobi,Suleiman,Male,4/1/1996,tobi.suleiman@g-tech.com.ng,726384026,Imo,Technology,Software Developer,Full Time,Active,2/21/2024,,"N771,000",Zenith Bank,"4,325,662,175",B.Eng,17,21,4,EMP-00297,lagos hq,67621874309,77078825-5938
EMP-00953,oluwaseun,Garba,Male,10-Feb-75,ogarba@g-tech.com.ng,2.34E+11,Ekiti,Executive Dept,Chief Financial Officer,CONTR,Active,5/28/2024,,NGN 1993000,FCMB,6838406829,HND,14,14,Meets Expectations,,Lagos - Head Office,n/a,26997859-8586
EMP-01333,ronke,Adewale,f,8/25/1998,ronke.adewale@g-tech.com.ng,+234 086 262 0613,Kano,Executive,Chief Financial Officer,FULL-TIME,Active,1/16/2019,,3186.0K,Ecobank,733842313,M.Sc,2,7,B,,Wuse II,#N/A,38569522-5565
EMP-01305,obiageli,Chukwu,F,3-Sep-84,obiageli.chukwu@gtech-solutions.ng,0089-796-5219,Kaduna,supply chain,Logistics Coordinator,Part Time,Active,2-May-19,,"#190,000",n/a,4518441930,B.Eng,16,14,Meets Expectations,EMP-00984,Port Harcourt Branch,18551370359,90456945-8489
EMP-00173,Folake,okonkwo,Female,7-Dec-81,folake.okonkwo@g-tech.com.ng,0084-310-9184,Oyo,operations,Operations Coordinator,CONTRACT,Active,7/23/2022,,"??111,000",Polaris Bank,"9,007,113,319",#N/A,4,15,A,EMP-01111,Lagos - Head Office,27652892866,98530765-8167
EMP-01072,Nike ,Usman,female,7-Sep-80,nusman@g-tech.com.ng,886030299,Edo,Customer Service,Customer Experience Officer,Part-Time,Active,5/29/2022,,232000,FCMB,8916789825,HND,NULL,0,A,EMP-01285,Ikeja,23861601861,42737271-8064
EMP-00061,FUNMILAYO, Fashola,F,23.05.1994,funmilayo_fashola@gtech-solutions.ng,2.34E+12,Abuja,Sales,Account Manager,contract,Terminated,3/24/2018,5/29/2018,"#362,000",Zenith Bank,6182870116,B.Eng,12,21,2,EMP-00987,Lagos Island,44432830965,13416548-9148
EMP-00401,CHUKWUEMEKA,Adewale,m,25-Aug-81,chukwuemeka_adewale@g-tech.com.ng,2.34E+12,Ekiti,EXECUTIVE,Chief Executive Officer,CONTRACT,Active,29/08/2020,,"??1,386,000",GTBank,5245302960,HND,15,15,1,,LAGOS HQ,NIL,12186404-2978
EMP-00539,Dapo ,Garba,m,9/13/1990,dapo539@gtechsolutions.ng,835915387,Rivers,supply chain,Warehouse Manager,FULL-TIME,Terminated,01.05.2020,7/21/2022,387000,Unknown,171978074,M.Sc,15,0,Needs Improvement,EMP-00455,LAGOS HQ,Not Available,38583750-6564
EMP-00929, Nneka,Okafor,FEMALE,7-Feb-90,nneka_okafor@gtech-solutions.ng,2.34E+13,Anambra,Marketing Dept,Digital Marketing Officer,Full Time,Active,08.11.2018,,325000,Access Bank,"9,348,248,606",B.Sc,17,5,D,EMP-01164,Lagos Island,65775833521,76598603-1002
EMP-01053,Taiwo,Suleiman,Female,9/24/1991,tsuleiman@gtechsol.ng,2.34E+11,Delta,Legal,Legal Officer,part-time,Active,06.03.2023,,318000 NGN,Polaris Bank,366906991,Ph.D,5,5,N/A,EMP-01330,Kano Office,6186946056,30068906-8336
EMP-00159, Amaka,Akintola,Female,25-Jul-84,amaka@gtechsolutions.com.ng,+234 083 973 4129,Benue,human resources,HR Business Partner,Part Time,Active,4/4/2023,,271000 NGN,FCMB,296617843,B.A,3years,5,Meets Expectations,EMP-01387,lagos hq,9306853890,32620027-9577
EMP-00822,Chinwe,NWACHUKWU,f,6/1/1985,chinwe@gtechsolutions.com.ng,909274967,Benue,SALES,Business Development Officer,Full-Time,Active,22/05/2022,,"#327,000",First Bank,1888127279,MBA,19,0,A,EMP-00605,Abuja Office,41243616050,90024065-1693
EMP-00831,Damilola ,Balogun,m,11-Sep-82,damilola.balogun@gtech-solutions.ng,0077-141-3602,Oyo,SUPPLY CHAIN,Supply Chain Analyst,Contractor,Active,10/22/2023,,"??256,000",Keystone Bank,293593003,MBA,24,21,Needs Improvement,EMP-00096,Ikeja,42724771157,35974997-8871
EMP-00312, Damilola,Adeola,m,4/9/2000,dadeola@gtech-solutions.ng,2.34E+12,Edo,Technology,Product Manager,CONTR,Terminated,11-May-20,5/15/2025,"#620,000",UBA,6419765847,HND,17,5,Good,EMP-00645,lagos hq,71472463019,61182388-5139
EMP-00596, Omowunmi,Obiora,Ms,22-Nov-94,obiora.omowunmi@g-tech.com.ng,2.34E+13,Kano,Marketing,Marketing Analyst,part-time,Active,19/09/2023,,274000,Keystone Bank,5780322855,B.A,2,10,Below Average,EMP-01006,Abuja Office,99335303138,39091632-1648
EMP-01107,Bola,Garba,Ms,15/05/1995,bola.garba@g-tech.com.ng,2.34E+13,Delta,Human_Resources,Recruitment Specialist,CONTR,Active,8/19/2021,,NGN 339000,Polaris Bank,7942323009,SSCE,9,21,NIL,EMP-00633,lag hq,44902307714,54272694-1518
EMP-00726,Titi,Ogundele,F,10/10/1983,titi@g-tech.com.ng,2.34E+12,Kano,Legal Dept,Legal Manager,PT,Active,15-Aug-18,,"N386,000",UBA,"5,441,209,937",B.A,12,12,Exceeds Expectations,EMP-01379,Kano Office,42050953072,73102352-3142
EMP-00823,Gbemi,Chukwu,M,3/12/1993,gbemi_chukwu@gtechsolutions.ng,2.34E+12,Ondo,SUPPLY CHAIN,Procurement Officer,Contract,Active,12/15/2020,,241000,Stanbic IBTC,6199033747,B.A,15,5,NIL,EMP-00508,Lekki,39036748675,73348300-7016
EMP-01221,OLUWASEUN,babatunde,Mr,14-Aug-90,obabatunde@gtechsolutions.com.ng,2.34E+12,Benue,Marketing Dept,Brand Manager,Contract,Active,06.11.2022,,"??290,000",Keystone Bank,3559100256,SSCE,2,7,B,EMP-00839,Lagos - Head Office,72447099674,70868962-2061
EMP-00694,Amaka,Nwofor ,Ms,5/12/1977,amaka_nwofor@gtechsolutions.ng,2.34E+13,Bayelsa,Operations,Operations Officer,PT,Active,4/23/2023,,NGN 323000,UBA,"5,332,218,218",HND,13,7,Meets Expectations,EMP-01074,Lagos Island,95571319844,TBD
EMP-00788,Tolu,Afolabi,female,11/9/1985,afolabi.tolu@gtechsol.ng,2.34E+12,Ondo,Customer Service,Customer Experience Officer,contract,Active,10.12.2019,,"??210,000",Ecobank,1222477899,SSCE,17,15,Average,EMP-00527,Ikeja,91850582405,52314549-5414
EMP-01368,Gbemi,okonkwo,M,4-May-78,gbemi368@g-tech.com.ng,0076-988-9099,Abuja,Finance Dept,Accountant,Contract,Active,21-Nov-19,,181000,Keystone Bank,1210331375,M.Sc,12,7,Good,EMP-01191,LAGOS HQ,20583283715,74703773-6396
EMP-00952,DOTUN,Eze,male,7/24/1988,dotun952@gtech-solutions.ng,2.34E+12,Imo,Executive,Chief Financial Officer,full-time,Active,21/08/2020,,NGN 2597000,UBA,179138264,HND,8,7,Outstanding,,Lagos HQ,11870000822,17389878-6880
EMP-00359,Chidinma,Akintola ,Ms,21-May-78,chidinma_akintola@gtech-solutions.ng,+234 083 449 8563,Anambra,Finance,Accountant,FT,Active,3/2/2018,,"#429,000",Ecobank,1005250264,B.A,23,21,Excellent,EMP-00355,Lagos - Head Office,98745513587,75895533-3019
EMP-00418,Adaeze,mohammed,Female,24-Jun-79,mohammed.adaeze@gtechsol.ng,0083-794-3467,Delta,EXECUTIVE,Chief Technology Officer,Part Time,Active,26.02.2023,,"N2,346,000",GTBank,6105030826,B.Eng,7,14,C,,Lagos HQ,NULL,38358696-5019
EMP-00736,Chinedu,Haruna,m,19.07.1999,chinedu.haruna@g-tech.com.ng,2.34E+12,NULL,legal,Company Secretary,contract,Active,18/06/2024,,"N551,000",Sterling Bank,9473907299,HND,5,0,B,EMP-00345,lagos hq,37035595915,68802334-7206
EMP-00859,Ngozi,Adeola,Ms,19-Jan-95,adeola.ngozi@gtechsolutions.com.ng,0085-664-2174,Benue,CUSTOMER SERVICE,Customer Service Rep,contract,Active,24.03.2023,,"??176,000",GTBank,"2,167,601,223",OND,25,7,5,EMP-01270,Ikeja,43585991977,78752546-6930
EMP-00380, Remi,Nzeka ,male,4/8/1986,remi.nzeka@gtechsol.ng,0078-158-0404,Delta,EXECUTIVE,Chief Executive Officer,PT,Active,9/2/2020,,1944.0K,Zenith Bank,4314199633,MBA,8,10,Good,,Wuse II,84393332436,89469712-7991
EMP-00364,Remi,Chukwu ,male,2/7/1989,remi364@g-tech.com.ng,2.34E+11,Ekiti,Marketing Dept,Marketing Analyst,CONTRACT,Terminated,20.10.2024,3/4/2025,NGN 260000,GTBank,9078155834,Ph.D,20,5,TBD,EMP-01170,Lagos - Head Office,36923534848,70270117-1640
EMP-00012,WALE, Mohammed,Male,14-Dec-82,wale.mohammed@g-tech.com.ng,2.34E+13,Ogun,Executive,Chief Technology Officer,Full-Time,Terminated,12/24/2021,21-Dec-23,"N1,945,000",Access Bank,2395925222,B.A,12,20,D,,Abuja Office,51823374989,23492385-4180
EMP-01296,OLUWAKEMI,Eze,F,6/28/1992,oluwakemi296@g-tech.com.ng,2.34E+11,Plateau,Sales Dept,Account Manager,Part Time,Terminated,1/7/2023,18-Apr-24,"#153,000",GTBank,"7,793,877,880",B.A,24,2,1,EMP-01011,Lekki,73155254178,TBD
EMP-00307,Tunde, Onuoha,m,7/23/1993,tunde_onuoha@g-tech.com.ng,2.34E+11,Enugu,Finance,Finance Manager,Part-Time,Active,12/24/2024,,381000 NGN,Sterling Bank,5274679617,OND,24,5,Exceeds Expectations,EMP-00505,Lekki,5117160398,84522968-7469
EMP-01395,Biodun,CHUKWU,male,12/17/1985,biodun.chukwu@gtechsolutions.com.ng,0082-733-5595,Osun,CUSTOMER SERVICE,Customer Service Rep,Full Time,Active,8/25/2022,,"#199,000",Fidelity Bank,"6,209,002,822",B.Sc,16,2,A,EMP-01030,Abuja Office,86318552567,75039186-9843
EMP-01304, Ronke,Ogundele ,Ms,20.06.1977,ronke.ogundele@gtech-solutions.ng,2.34E+11,Osun,EXECUTIVE,Chief Technology Officer,FULL-TIME,Active,17/07/2019,,"??812,000",GTBank,"1,051,498,986",#N/A,18,10,A,,lag hq,6340513005,41273517-7121
EMP-01135,Taiwo ,Nwachukwu,Ms,14-Aug-77,taiwo@g-tech.com.ng,0080-852-5987,Delta,Technology Dept,Software Developer,Full-Time,Not Available,12.11.2020,18-Mar-24,NGN 511000,Zenith Bank,2696319204,M.Sc,1,0,4,EMP-00719,Lekki,5330851983,61737376-1942
EMP-00112, Niyi,Nwosu,Male,22.08.1992,niyi112@gtechsolutions.com.ng,2.34E+12,Kano,Operations Dept,Facilities Manager,part-time,Active,03.01.2022,,138.0K,UBA,540146356,OND,10,10,Needs Improvement,EMP-01491,lagos hq,74266299123,TBD
EMP-00267,Chidi,ogundele,Male,3/11/1980,chidi.ogundele@g-tech.com.ng,2.34E+12,Nasarawa,Marketing Dept,Marketing Executive,FULL-TIME,Terminated,30-Dec-21,22/01/2024,"#220,000",Keystone Bank,5819372113,Ph.D,19,2,4,EMP-01013,Ikeja,53007309505,65771986-1121
EMP-01164,ADUNOLA, Adeola,FEMALE,10/15/1983,adeola.adunola@gtechsolutions.ng,902407193,Benue,CUSTOMER SERVICE,CS Manager,Contract,Active,21-Oct-20,,127000,Fidelity Bank,"8,983,964,211",MBA,24,5,4,EMP-00134,GRA PH,96839028297,33682406-3927
EMP-00141,CHIDINMA,Adeyemi ,FEMALE,2/11/1995,chidinma_adeyemi@gtech-solutions.ng,2.34E+13,Ondo,human resources,HR Manager,full-time,Active,02.01.2020,,NGN 220000,Zenith Bank,6043513610,SSCE,13,12,4,EMP-01262,lag hq,25304289731,99053757-2062
EMP-00588,Dele,Suleiman,m,27.11.1987,dele.suleiman@gtech-solutions.ng,2.34E+12,Ondo,Customer Service,CS Manager,Full-Time,Inactive,30-Jul-18,,NGN 164000,FCMB,6698484994,SSCE,16,10,3,EMP-00849,Port Harcourt Branch,NULL,21781649-9357
EMP-00781,taiwo,Babatunde,FEMALE,26.01.1987,babatunde.taiwo@gtechsol.ng,2.34E+11,Lagos,Executive,Chief Technology Officer,full-time,On Leave,30/07/2022,,1073000 NGN,Access Bank,850059398,B.Eng,11,12,Excellent,,Lagos - Head Office,60533882499,88971775-7557
EMP-01184,Uzoamaka,Adeola ,female,7/10/1980,adeola.uzoamaka@gtechsolutions.com.ng,0073-496-1925,Cross River,CUSTOMER SERVICE,Customer Service Rep,FT,Active,12/30/2024,,112000,Keystone Bank,9886101573,SSCE,21,20,NULL,EMP-00036,Lagos HQ,39543284512,99197425-4424
EMP-00653, Nnamdi,Adegoke,m,9-Jul-82,adegoke.nnamdi@gtechsolutions.com.ng,2.34E+12,Ogun,Legal Dept,Legal Officer,FULL-TIME,Active,22/09/2022,,"N498,000",Fidelity Bank,"8,884,919,106",B.Eng,5,12,Meets Expectations,EMP-00809,Abuja Office,12697486978,74657363-9314
EMP-00429,SEGUN,AKINTOLA,M,21.10.1978,segun_akintola@gtech-solutions.ng,2.34E+12,Rivers,Technology,Systems Administrator,PT,Active,12-Oct-24,,833000,FCMB,9202622469,B.Eng,15,14,A,EMP-00054,,1441306862,78712941-8292
EMP-00222,Adebayo ,USMAN,MALE,13.05.1981,adebayo.usman@gtech-solutions.ng,2.34E+11,Edo,HUMAN RESOURCES,Recruitment Specialist,FT,Unknown,26/10/2023,,222000,Stanbic IBTC,5971350322,M.Sc,24,5,A,EMP-00189,Abuja Office,77687290477,44475383-3100
EMP-01179,Segun , Oduya,Mr,8/26/1989,segun_oduya@g-tech.com.ng,737095516,Plateau,MARKETING,Digital Marketing Officer,FT,Active,17-Apr-25,,"??285,000",First Bank,3072224028,Ph.D,16,7,Below Average,EMP-00664,LAGOS HQ,36062037602,n/a
EMP-00725,kemi,Musa,Female,3/28/1988,kemi_musa@g-tech.com.ng,2.34E+11,Benue,Customer_Service,CS Manager,FULL-TIME,Active,10.08.2021,,NGN 117000,UBA,6178776388,SSCE,13,5,5,EMP-00892,Ikeja,8567591056,38528929-7810
EMP-00441, Rotimi,Adeola,male,21/11/1991,rotimi441@gtech-solutions.ng,2.34E+13,Ondo,Finance Dept,Accountant,Part-Time,Active,7/20/2022,,"??440,000",Access Bank,216797022,B.Sc,10,15,D,EMP-00074,GRA PH,71698837161,79250561-7377
EMP-00155,Ronke ,Fayemi,Ms,28.01.2000,ronke_fayemi@gtech-solutions.ng,0082-263-2751,Imo,Legal,Compliance Officer,PT,Active,3/10/2020,,"N480,000",Sterling Bank,9898412960,Ph.D,1 year,5,C,EMP-00345,Abuja Office,n/a,63236763-9005
EMP-00241,CHINWE,Fayemi,Female,15/12/1996,fayemi.chinwe@gtechsolutions.com.ng,2.34E+12,Kaduna,Technology Dept,IT Support,part-time,Active,23/10/2019,,314000 NGN,Keystone Bank,"9,619,926,628",Ph.D,16,10,1,EMP-00390,Port Harcourt Branch,56775677722,61749546-7874
EMP-01250,Kehinde, Haruna,female,11-Oct-85,kehinde@gtech-solutions.ng,2.34E+12,Osun,TECHNOLOGY,Data Analyst,Part Time,Terminated,7-Nov-22,23-Sep-23,"N861,000",Stanbic IBTC,"3,337,589,670",B.Sc,7,2,Below Average,EMP-00518,Ikeja,68929247680,54262575-8681
EMP-00388, Kunle,Musa,MALE,2-Jul-99,kmusa@gtechsolutions.com.ng,2.34E+13,Kano,Operations,Facilities Manager,CONTRACT,Active,5-Feb-23,,307000,Access Bank,6618098259,TBD,4,5,N/A,EMP-00974,LAGOS HQ,19087886538,90234648-1764
EMP-01239,Blessing,Adeleke,Female,26.03.1978,blessing.adeleke@g-tech.com.ng,2.34E+12,Nasarawa,sales,Business Development Officer,Contract,Active,6/28/2022,,"#487,000",Polaris Bank,6833941665,n/a,12,5,D,Not Available,Lekki,88638419628,24216864-5285
EMP-00057,Chukwuemeka ,Babatunde,Male,10/1/2000,babatunde.chukwuemeka@gtech-solutions.ng,+234 085 478 4650,Benue,customer service,CS Manager,Part Time,Active,12/9/2021,,NGN 105000,Zenith Bank,9094089209,B.A,14,5,C,EMP-00208,Kano Office,88444310698,30614492-1893
EMP-00950, Kemi, Nzeka,Ms,26-Jun-96,kemi_nzeka@gtechsol.ng,2.34E+12,Enugu,Customer_Service,CS Manager,Contractor,Active,6/16/2020,,95000,Keystone Bank,662458993,Ph.D,11,21,Outstanding,EMP-00422,Port Harcourt Branch,12558898392,12813249-8818
EMP-00044,Lanre,adeyemi,MALE,19-Aug-94,lanre044@g-tech.com.ng,2.34E+12,Cross River,Legal Dept,Company Secretary,full-time,Active,7/2/2025,,NGN 329000,UBA,"8,709,662,258",B.A,19,14,1,EMP-00882,Abuja Office,88899375679,30232642-6651
EMP-01369,Chinwe ,AFOLABI,Ms,04.01.1975,cafolabi@gtech-solutions.ng,+234 078 358 0185,Ondo,TECHNOLOGY,Data Analyst,Part-Time,Active,13.01.2020,,"??772,000",Sterling Bank,273933100,Ph.D,#N/A,2,5,EMP-00065,#N/A,23357415181,43597595-3898
EMP-00879,Dele,lawal,MALE,6/1/1982,dele879@gtechsol.ng,+234 072 552 1177,Plateau,customer service,Customer Experience Officer,contract,Terminated,11-Jan-21,8/22/2023,NGN 243000,UBA,9529088019,OND,24,2,B,,Lekki,48252292546,47389079-9098
EMP-00601,chinedu,Musa,Mr,17/05/1994,chinedu.musa@gtech-solutions.ng,2.34E+11,N/A,supply chain,Logistics Coordinator,Contractor,Active,30-May-21,,"N207,000",Access Bank,"8,318,151,218",M.Sc,N/A,5,Excellent,EMP-00619,Port Harcourt Branch,84469888665,82982115-2214
EMP-00608,Adaora,Obi,FEMALE,15-Dec-90,aobi@gtechsolutions.com.ng,2.34E+12,Edo,HUMAN RESOURCES,HR Business Partner,Part Time,Terminated,28/03/2022,10/1/2022,"N397,000",Sterling Bank,2993950950,NIL,2,2,1,EMP-01027,Wuse II,17341880796,15375433-5062
EMP-00905, Uche,nwachukwu,M,05.10.1999,uche_nwachukwu@gtechsolutions.ng,0090-844-1169,Kaduna,Customer Service Dept,Customer Experience Officer,contract,NIL,2/25/2021,1/1/2023,"??174,000",FCMB,8721282352,HND,11,20,C,EMP-01289,GRA PH,96979339338,36295784-9634
EMP-00302,CHIDINMA,Adeyemi,Ms,10.10.1976,chidinma.adeyemi@g-tech.com.ng,2.34E+12,Kaduna,Technology,DevOps Engineer,CONTR,Active,13.01.2018,,"N317,000",Keystone Bank,3370970711,Ph.D,4,14,2,EMP-00783,Port Harcourt Branch,40779433256,79174221-5736
EMP-01355,AMAKA, Okafor,FEMALE,19-Jun-79,amaka.okafor@gtechsolutions.ng,2.34E+12,Ogun,Customer Service,CS Team Lead,part-time,Active,8-Jan-21,,201.0K,#N/A,2469632708,Ph.D,2,5,4,EMP-00567,VI Office,76105272375,36352061-6317
EMP-00148, Toyin,suleiman,Female,16-Jun-79,tsuleiman@gtechsol.ng,2.34E+12,Ekiti,HUMAN RESOURCES,HR Business Partner,full-time,Terminated,29-Nov-24,29.01.2025,288.0K,FCMB,"5,245,063,515",OND,17,14,2,EMP-00470,VI Office,38033968527,n/a
EMP-00449,Ifeoma,Afolabi,Ms,10/7/1990,ifeoma.afolabi@g-tech.com.ng,2.34E+13,Cross River,Supply Chain,Procurement Officer,Part-Time,Active,30.10.2021,,365000 NGN,UBA,329978596,M.Sc,13,20,Average,EMP-00285,lag hq,Not Available,15850133-1071
EMP-00539,Dapo ,Garba,m,9/13/1990,dapo539@gtechsolutions_ng,835915387,Rivers,supply chain,Warehouse Manager,FULL-TIME,Terminated,01.05.2020,7/21/2022,NGN 387000,Unknown,171978074,M.Sc,15,0,Needs Improvement,EMP-00455,LAGOS HQ,Not Available,38583750-6564
EMP-00784,Nkiruka,Okonkwo,F,6-May-89,nkiruka_okonkwo@gtechsolutions.com.ng,0088-164-0398,Nasarawa,Supply Chain Dept,Warehouse Manager,Full Time,Active,18-Jan-24,,NGN 285000,Sterling Bank,"4,920,926,782",Ph.D,6,10,D,EMP-00186,Kano Office,46037828035,90306501-2886
EMP-00523, Chioma,Aliyu,f,25-Dec-85,chioma523@gtech-solutions.ng,0074-398-7869,Lagos,Sales Dept,Senior Sales Rep,FULL-TIME,Active,5-Feb-24,,NGN 278000,UBA,3179690806,B.A,18,10,D,EMP-00293,Lagos Island,11608958970,24633723-6711
EMP-00101,Muyiwa,ALIYU,m,10.12.1994,aliyu.muyiwa@g-tech.com.ng,836920923,Abuja,Technology,DevOps Engineer,Contract,Active,6-Apr-23,,"??589,000",Fidelity Bank,5341281639,B.A,9,21,N/A,EMP-01237,GRA PH,75243728051,89932574-3525
EMP-01230,Gbenga,Adeyemi,M,9/18/1976,adeyemi.gbenga@g-tech.com.ng,826682317,Ekiti,Sales,Senior Sales Rep,CONTR,Active,24-Aug-18,,NGN 346000,Access Bank,5028409454,B.A,5,#N/A,C,EMP-01128,lag hq,32215634397,77619775-3336
EMP-01007,oluwatobi,Adeleke,male,15-Apr-86,oadeleke@g-tech.com.ng,2.34E+12,Benue,Legal,Legal Manager,FULL-TIME,Active,22/12/2021,,"#243,000",Fidelity Bank,1015106179,Ph.D,7,2,Good,EMP-00972,Lagos HQ,74460834864,NIL
EMP-01033,Kunle, Ogundele,male,6/12/1978,kunle.ogundele@gtechsol.ng,2.34E+12,Benue,Finance Dept,Treasury Officer,contract,Terminated,6/21/2020,5/5/2025,"#405,000",Ecobank,1257301808,HND,1,Not Available,5,EMP-01452,Wuse II,35002287408,59925665-8999
EMP-00099,Kunle ,Afolabi ,MALE,5/13/1992,kunle_afolabi@g-tech.com.ng,2.34E+13,Rivers,Technology Dept,Systems Administrator,Contractor,Active,28-May-25,,472.0K,Stanbic IBTC,6922377726,NIL,5,0,Needs Improvement,EMP-00002,lag hq,14036965666,38348941-3841
EMP-01203,OMOWUNMI,Nwachukwu,f,20.10.1979,omowunmi_nwachukwu@gtechsolutions.ng,0071-211-3837,Osun,Executive,Chief Technology Officer,Part-Time,Active,18.04.2021,,2880000,n/a,"8,975,293,549",HND,19,2,Good,,VI Office,5833494374,17903762-8038
EMP-01412,Adaora,Taiwo,FEMALE,10-Oct-84,adaora@g-tech.com.ng,2.34E+12,Lagos,Technology,Software Developer,CONTR,Terminated,5/4/2019,20-Jan-25,NGN 880000,FCMB,"4,164,751,372",MBA,21,14,Average,EMP-00278,Ikeja,76824584851,34461301-7981
EMP-01023,Muyiwa,Adegoke,MALE,5/22/1976,muyiwa@gtechsol.ng,2.34E+12,Ekiti,Technology,Product Manager,Full Time,Active,25.04.2025,,"??774,000",Stanbic IBTC,606245767,OND,17,12,Meets Expectations,EMP-01092,Ikeja,91864841212,n/a
EMP-00365,Tobi ,MOHAMMED,M,1/7/1985,tobi.mohammed@gtechsol.ng,769248819,NIL,Supply Chain,Warehouse Manager,Contractor,Active,9-Feb-18,,205000,UBA,2854109294,M.Sc,1 year,2,N/A,EMP-00788,lagos hq,32737989790,82716080-6518
EMP-00015,Funmilayo,musa,F,6/4/1983,funmilayo.musa@gtechsolutions.ng,2.34E+12,Ogun,MARKETING,Content Strategist,part-time,Active,14/08/2022,,"N277,000",Fidelity Bank,3878201524,M.Sc,#N/A,20,2,EMP-01431,Lagos HQ,93248086131,25766039-3522
EMP-01332,ifeanyi,mohammed,MALE,5/10/1977,ifeanyi.mohammed@gtechsolutions.com.ng,2.34E+13,Rivers,Human_Resources,HR Officer,FULL-TIME,Active,13.08.2024,,NGN 315000,Sterling Bank,2902874298,B.A,1,5,Average,EMP-00849,Lagos Island,98569103934,17760673-1966
EMP-00981,Remi,Afolabi,M,26-Aug-89,afolabi.remi@gtech-solutions.ng,2.34E+13,Delta,Executive,Chief Executive Officer,part-time,Active,2-Jan-21,,"#3,029,000",Fidelity Bank,4389745911,M.Sc,10,7,3,,lag hq,16084781822,96290309-5367
EMP-00049,Biodun,Okafor ,MALE,13/04/1977,biodun.okafor@gtechsolutions.com.ng,803023227,Anambra,Finance Dept,Accountant,CONTRACT,Active,28.12.2022,,536000,Polaris Bank,1334744286,NULL,24,5,D,EMP-00178,Port Harcourt Branch,96565234138,91549765-5668
EMP-00545,ayo,Chukwu,male,28.07.1982,ayo_chukwu@gtechsolutions.ng,874471157,Ekiti,EXECUTIVE,Chief Executive Officer,Full-Time,n/a,07.06.2020,,NGN 2407000,Stanbic IBTC,9744984402,M.Sc,2,0,5,n/a,Lagos Island,49560714876,76562797-8434
EMP-01149,Kehinde,Babatunde ,Ms,18/02/1978,kehinde.babatunde@gtechsol.ng,2.34E+12,Ondo,Finance,Finance Analyst,CONTRACT,Terminated,18/09/2023,1/7/2025,297.0K,Zenith Bank,4730678544,Ph.D,24,20,Meets Expectations,EMP-00609,GRA PH,98781339172,27465317-9499
EMP-00719,Joke,Okwu,F,28-Aug-75,joke.okwu@gtechsolutions.com.ng,756137166,Kano,Supply Chain Dept,Procurement Officer,full-time,Active,10/21/2020,,"N322,000",First Bank,4405783426,B.A,25,20,4,NULL,lagos hq,47798258753,59807975-7982
EMP-00710,AMAKA,Mohammed ,female,3-Jan-78,amaka@gtechsolutions.com.ng,2.34E+12,Imo,Human Resources,HR Officer,PART-TIME,Active,17-Jul-20,,"??324,000",FCMB,2186817839,B.Eng,N/A,21,Not Available,EMP-00846,Lagos - Head Office,52635951763,45397635-2792
